delivery_id,factory_id,project_id,date,priority_level,demand,distance_km,weather_index,traffic_index,predicted_delay_probability,priority_score,recommended_action
D442,F5,P115,2026-04-14,Medium,1,353.65,0.88,0.24,1.0,0.5200686800258965,High risk: prioritize dispatch and monitor closely
D8,F1,P22,2026-04-28,Medium,1,454.76,0.56,0.32,1.0,0.52006080802974,High risk: prioritize dispatch and monitor closely
D577,F5,P32,2026-04-05,Medium,1,879.92,0.06,0.74,1.0,0.5199887458562236,High risk: prioritize dispatch and monitor closely
D1133,F2,P177,2026-04-14,Medium,1,344.87,0.88,0.24,1.0,0.5196227140371523,High risk: prioritize dispatch and monitor closely
D1097,F2,P181,2026-04-30,Medium,1,280.71,0.92,0.25,1.0,0.5193856702211475,High risk: prioritize dispatch and monitor closely
D224,F4,P181,2026-04-17,Medium,1,481.14,0.48,0.38,0.9950104058272632,0.5193485892006063,High risk: prioritize dispatch and monitor closely
D96,F1,P80,2026-04-24,Medium,1,702.76,0.24,0.4,1.0,0.5192842303945798,High risk: prioritize dispatch and monitor closely
D1150,F1,P57,2026-04-28,Medium,1,437.29,0.56,0.32,1.0,0.5191734474576033,High risk: prioritize dispatch and monitor closely
D1172,F4,P35,2026-04-19,Medium,1,553.55,0.33,0.43,1.0,0.519083187946953,High risk: prioritize dispatch and monitor closely
D902,F1,P57,2026-04-18,Medium,1,437.29,0.71,0.25,1.0,0.5189001941357001,High risk: prioritize dispatch and monitor closely
D1076,F5,P174,2026-04-24,Medium,1,690.09,0.24,0.4,1.0,0.5186406781078613,High risk: prioritize dispatch and monitor closely
D1083,F1,P58,2026-04-20,Medium,1,667.61,0.25,0.41,1.0,0.5185436347509783,High risk: prioritize dispatch and monitor closely
D380,F2,P93,2026-04-18,Medium,1,425.91,0.71,0.25,1.0,0.5183221653256878,High risk: prioritize dispatch and monitor closely
D179,F1,P181,2026-04-01,Medium,1,613.48,0.55,0.21,1.0,0.5178837726252777,High risk: prioritize dispatch and monitor closely
D598,F3,P59,2026-04-20,Medium,1,672.94,0.25,0.41,0.9975155763239876,0.5175364454641833,High risk: prioritize dispatch and monitor closely
D260,F2,P162,2026-04-04,Low,1,353.09,0.97,1.0,1.0,0.5170076596436336,High risk: prioritize dispatch and monitor closely
D112,F5,P123,2026-04-16,Medium,1,169.12,0.35,0.71,1.0,0.5166912746104003,High risk: prioritize dispatch and monitor closely
D860,F1,P127,2026-04-17,Medium,1,476.53,0.48,0.38,0.9900734550332086,0.5165750022165699,High risk: prioritize dispatch and monitor closely
D1135,F1,P19,2026-04-19,Medium,1,528.91,0.33,0.43,0.9975155763239876,0.516553720678078,High risk: prioritize dispatch and monitor closely
D947,F4,P165,2026-04-05,Medium,1,806.12,0.06,0.74,1.0,0.5162401934679183,High risk: prioritize dispatch and monitor closely
D1147,F4,P123,2026-04-17,Medium,1,494.59,0.48,0.38,0.9875325041176584,0.516185336788637,High risk: prioritize dispatch and monitor closely
D558,F3,P13,2026-04-18,Medium,1,380.97,0.71,0.25,1.0,0.5160395102534595,High risk: prioritize dispatch and monitor closely
D1059,F2,P111,2026-04-17,Medium,1,388.36,0.48,0.38,0.9975078125,0.5159205743779269,High risk: prioritize dispatch and monitor closely
D941,F4,P184,2026-04-14,Medium,1,270.43,0.88,0.24,1.0,0.5158416538774578,High risk: prioritize dispatch and monitor closely
D296,F3,P82,2026-04-30,Medium,1,206.86,0.92,0.25,1.0,0.5156345781632024,High risk: prioritize dispatch and monitor closely
D91,F4,P138,2026-04-18,Medium,1,372.16,0.71,0.25,1.0,0.5155920204629314,High risk: prioritize dispatch and monitor closely
D450,F1,P187,2026-04-14,Medium,1,264.24,0.88,0.24,1.0,0.5155272427760539,High risk: prioritize dispatch and monitor closely
D426,F4,P117,2026-04-18,Medium,1,370.06,0.71,0.25,1.0,0.515485354338061,High risk: prioritize dispatch and monitor closely
D1165,F5,P154,2026-04-11,Medium,1,501.88,0.89,0.15,1.0,0.5151085004565135,High risk: prioritize dispatch and monitor closely
D889,F5,P129,2026-04-26,Medium,1,181.57,0.53,0.44,1.0,0.5148643724535757,High risk: prioritize dispatch and monitor closely
D249,F4,P35,2026-04-01,Medium,1,553.55,0.55,0.21,1.0,0.5148397245950456,High risk: prioritize dispatch and monitor closely
D369,F4,P195,2026-04-03,Medium,1,594.9,0.11,0.93,1.0,0.5148182997111843,High risk: prioritize dispatch and monitor closely
D227,F2,P164,2026-04-18,Medium,1,356.34,0.71,0.25,1.0,0.5147884689889072,High risk: prioritize dispatch and monitor closely
D628,F1,P115,2026-04-18,Medium,1,355.51,0.71,0.25,1.0,0.514746310472887,High risk: prioritize dispatch and monitor closely
D172,F3,P35,2026-04-26,Medium,1,178.04,0.53,0.44,1.0,0.5146850717770077,High risk: prioritize dispatch and monitor closely
D35,F1,P22,2026-04-19,Medium,1,454.76,0.33,0.43,1.0,0.514065308672689,High risk: prioritize dispatch and monitor closely
D1181,F3,P142,2026-04-28,Medium,1,361.82,0.56,0.32,0.9975078125,0.5140581585389647,High risk: prioritize dispatch and monitor closely
D1062,F1,P114,2026-04-28,Medium,1,331.39,0.56,0.32,1.0,0.5137944271605634,High risk: prioritize dispatch and monitor closely
D843,F4,P57,2026-04-11,Medium,1,473.58,0.89,0.15,1.0,0.5136710474404018,High risk: prioritize dispatch and monitor closely
D797,F4,P193,2026-04-11,Medium,1,469.24,0.89,0.15,1.0,0.5134506041156695,High risk: prioritize dispatch and monitor closely
D692,F3,P77,2026-04-24,Medium,1,586.95,0.24,0.4,1.0,0.513401847574937,High risk: prioritize dispatch and monitor closely
D877,F1,P57,2026-04-19,Medium,1,437.29,0.33,0.43,1.0,0.5131779481005523,High risk: prioritize dispatch and monitor closely
D992,F1,P32,2026-04-11,Medium,1,488.15,0.89,0.15,0.9975155763239876,0.513133189103037,High risk: prioritize dispatch and monitor closely
D790,F4,P59,2026-04-01,Medium,1,519.18,0.55,0.21,1.0,0.5130939556846654,High risk: prioritize dispatch and monitor closely
D820,F2,P138,2026-04-12,Medium,1,511.43,0.51,0.23,1.0,0.5129896339372215,High risk: prioritize dispatch and monitor closely
D925,F2,P80,2026-04-28,Medium,1,308.18,0.56,0.32,1.0,0.5126155125137807,High risk: prioritize dispatch and monitor closely
D548,F3,P57,2026-04-18,Medium,1,312.45,0.71,0.25,1.0,0.5125591469791142,High risk: prioritize dispatch and monitor closely
D351,F3,P150,2026-04-01,Medium,1,507.27,0.55,0.21,1.0,0.5124890063764714,High risk: prioritize dispatch and monitor closely
D306,F4,P154,2026-04-03,Medium,1,547.91,0.11,0.93,1.0,0.5124315181837255,High risk: prioritize dispatch and monitor closely
D68,F1,P99,2026-04-27,Low,1,846.76,0.8,0.98,1.0,0.512185705703805,High risk: prioritize dispatch and monitor closely
D1048,F3,P80,2026-04-14,Medium,1,192.43,0.88,0.24,1.0,0.5118797692394116,High risk: prioritize dispatch and monitor closely
D595,F5,P57,2026-04-19,Medium,1,411.7,0.33,0.43,1.0,0.5118781451789163,High risk: prioritize dispatch and monitor closely
D269,F1,P166,2026-04-27,Low,1,836.75,0.8,0.98,1.0,0.5116772638419224,High risk: prioritize dispatch and monitor closely
D621,F1,P174,2026-04-01,Medium,1,490.0,0.55,0.21,1.0,0.5116118044828938,High risk: prioritize dispatch and monitor closely
D1057,F3,P106,2026-04-11,Medium,1,432.29,0.89,0.15,1.0,0.511573788251877,High risk: prioritize dispatch and monitor closely
D279,F3,P127,2026-04-03,Medium,1,530.87,0.11,0.93,1.0,0.5115659987704907,High risk: prioritize dispatch and monitor closely
D1195,F1,P3,2026-04-18,Medium,1,291.87,0.71,0.25,1.0,0.5115138189553835,High risk: prioritize dispatch and monitor closely
D590,F2,P167,2026-04-25,High,1,302.88,0.48,0.08,0.7984120569304289,0.5110233018017989,Immediate action: allocate fastest route and backup resources
D303,F2,P82,2026-04-17,Medium,1,266.34,0.48,0.38,1.0,0.5110046761533891,High risk: prioritize dispatch and monitor closely
D266,F2,P165,2026-04-01,Medium,1,501.12,0.55,0.21,0.9975019577133908,0.5108917039078922,High risk: prioritize dispatch and monitor closely
D613,F1,P113,2026-04-26,Medium,1,103.33,0.53,0.44,1.0,0.5108902974012585,High risk: prioritize dispatch and monitor closely
D1180,F2,P146,2026-04-01,Medium,1,495.3,0.55,0.21,0.9975019577133908,0.5105960863618226,High risk: prioritize dispatch and monitor closely
D949,F5,P19,2026-04-29,Medium,1,818.97,0.04,0.92,0.9900252291607771,0.5105405422703821,High risk: prioritize dispatch and monitor closely
D619,F5,P138,2026-04-14,Medium,1,165.68,0.88,0.24,1.0,0.5105210459821329,High risk: prioritize dispatch and monitor closely
D791,F1,P33,2026-04-25,Medium,1,762.42,0.48,0.08,0.9950104221033403,0.5104895993603968,High risk: prioritize dispatch and monitor closely
D118,F4,P184,2026-04-18,Medium,1,270.43,0.71,0.25,1.0,0.5104248086138488,High risk: prioritize dispatch and monitor closely
D755,F3,P26,2026-04-27,Low,1,810.98,0.8,0.98,1.0,0.5103683181095832,High risk: prioritize dispatch and monitor closely
D906,F2,P127,2026-04-18,Medium,1,267.7,0.71,0.25,1.0,0.5102861426515172,High risk: prioritize dispatch and monitor closely
D399,F3,P90,2026-04-18,Medium,1,263.11,0.71,0.25,1.0,0.510053000978586,High risk: prioritize dispatch and monitor closely
D146,F2,P45,2026-04-26,Medium,1,83.75,0.53,0.44,1.0,0.5098957627703233,High risk: prioritize dispatch and monitor closely
D131,F2,P187,2026-04-28,Medium,1,254.48,0.56,0.32,1.0,0.5098879073206642,High risk: prioritize dispatch and monitor closely
D744,F4,P45,2026-04-24,Medium,1,512.81,0.24,0.4,1.0,0.5096360254330813,High risk: prioritize dispatch and monitor closely
D709,F5,P134,2026-04-20,Medium,1,490.11,0.25,0.41,1.0,0.5095278075297832,High risk: prioritize dispatch and monitor closely
D1113,F2,P154,2026-04-26,Medium,1,72.89,0.53,0.44,1.0,0.5093441465245646,High risk: prioritize dispatch and monitor closely
D1028,F4,P42,2026-04-04,Low,1,201.14,0.97,1.0,1.0,0.5092896036083626,High risk: prioritize dispatch and monitor closely
D387,F5,P184,2026-04-18,Medium,1,243.76,0.71,0.25,1.0,0.5090701488279937,High risk: prioritize dispatch and monitor closely
D1127,F4,P181,2026-04-03,Medium,1,481.14,0.11,0.93,1.0,0.5090400433467722,High risk: prioritize dispatch and monitor closely
D334,F4,P168,2026-04-01,Medium,1,430.2,0.55,0.21,1.0,0.5085743595937249,High risk: prioritize dispatch and monitor closely
D1178,F5,P59,2026-04-26,Medium,1,56.93,0.53,0.44,1.0,0.508533483975549,High risk: prioritize dispatch and monitor closely
D397,F4,P117,2026-04-11,Medium,1,370.06,0.89,0.15,1.0,0.5084129154182152,High risk: prioritize dispatch and monitor closely
D1196,F1,P138,2026-04-05,Medium,1,647.62,0.06,0.74,1.0,0.5081894407098371,High risk: prioritize dispatch and monitor closely
D178,F5,P150,2026-04-03,Medium,1,463.46,0.11,0.93,1.0,0.5081420161621484,High risk: prioritize dispatch and monitor closely
D1013,F3,P111,2026-04-10,Medium,1,502.6,0.22,0.4,1.0,0.507831526907213,High risk: prioritize dispatch and monitor closely
D1041,F3,P164,2026-04-24,Medium,1,527.37,0.24,0.4,0.9950194886870548,0.5078137414760397,High risk: prioritize dispatch and monitor closely
D933,F4,P30,2026-04-29,Medium,1,659.68,0.04,0.92,1.0,0.5075804059407952,High risk: prioritize dispatch and monitor closely
D1140,F4,P114,2026-04-29,Medium,1,647.27,0.04,0.92,1.0,0.5069500599362035,High risk: prioritize dispatch and monitor closely
D951,F3,P35,2026-04-17,Medium,1,178.04,0.48,0.38,1.0,0.5065196195695495,High risk: prioritize dispatch and monitor closely
D851,F3,P39,2026-04-29,Medium,1,638.0,0.04,0.92,1.0,0.5064792051849896,High risk: prioritize dispatch and monitor closely
D145,F4,P81,2026-04-03,Medium,1,422.36,0.11,0.93,1.0,0.5060544077182548,High risk: prioritize dispatch and monitor closely
D142,F2,P12,2026-04-17,Medium,1,164.74,0.48,0.38,1.0,0.5058440674453698,High risk: prioritize dispatch and monitor closely
D422,F5,P177,2026-04-28,Medium,1,174.58,0.56,0.32,1.0,0.5058295152363066,High risk: prioritize dispatch and monitor closely
D289,F1,P35,2026-04-03,Medium,1,410.87,0.11,0.93,1.0,0.5054707916350349,High risk: prioritize dispatch and monitor closely
D574,F2,P119,2026-04-04,Low,1,118.47,0.97,1.0,1.0,0.5050905138259615,High risk: prioritize dispatch and monitor closely
D144,F2,P3,2026-04-29,Medium,1,677.1,0.04,0.92,0.9925234375,0.5046194921501981,High risk: prioritize dispatch and monitor closely
D896,F2,P6,2026-04-12,Medium,1,343.61,0.51,0.23,1.0,0.5044654867582866,High risk: prioritize dispatch and monitor closely
D594,F1,P156,2026-04-08,Low,1,861.77,0.84,0.87,1.0,0.5043968929265787,High risk: prioritize dispatch and monitor closely
D176,F5,P178,2026-04-24,Medium,1,406.45,0.24,0.4,1.0,0.5042336401753555,High risk: prioritize dispatch and monitor closely
D396,F2,P33,2026-04-01,Medium,1,337.58,0.55,0.21,1.0,0.503869875553009,High risk: prioritize dispatch and monitor closely
D1156,F1,P66,2026-04-02,Low,1,815.53,0.95,0.78,1.0,0.5036877263751351,High risk: prioritize dispatch and monitor closely
D899,F2,P177,2026-04-11,Medium,1,344.87,0.89,0.15,0.9926074658104289,0.5033309169739191,High risk: prioritize dispatch and monitor closely
D537,F2,P6,2026-04-11,Medium,1,343.61,0.89,0.15,0.9926074658104289,0.5032669172989969,High risk: prioritize dispatch and monitor closely
D506,F2,P6,2026-04-11,Medium,1,343.61,0.89,0.15,0.9926074658104289,0.5032669172989969,High risk: prioritize dispatch and monitor closely
D607,F2,P13,2026-04-01,Medium,1,320.29,0.55,0.21,1.0,0.5029916577915754,High risk: prioritize dispatch and monitor closely
D1071,F1,P123,2026-04-29,Medium,1,618.7,0.04,0.92,0.995016906126061,0.502935728550731,High risk: prioritize dispatch and monitor closely
D1184,F2,P142,2026-04-12,Medium,1,311.86,0.51,0.23,1.0,0.5028527965370305,High risk: prioritize dispatch and monitor closely
D57,F5,P115,2026-04-03,Medium,1,353.65,0.11,0.93,1.0,0.5025643936992784,High risk: prioritize dispatch and monitor closely
D234,F1,P190,2026-04-27,Low,1,653.87,0.8,0.98,1.0,0.5023881681674877,High risk: prioritize dispatch and monitor closely
D886,F2,P134,2026-04-19,Medium,1,245.2,0.33,0.43,0.9975271317829457,0.5021490710130552,High risk: prioritize dispatch and monitor closely
D29,F2,P6,2026-04-20,Medium,1,343.61,0.25,0.41,1.0,0.5020865754852476,High risk: prioritize dispatch and monitor closely
D173,F2,P127,2026-04-19,Medium,1,267.7,0.33,0.43,0.9950349442829457,0.5020100107865884,High risk: prioritize dispatch and monitor closely
D837,F5,P176,2026-04-17,Medium,1,83.39,0.48,0.38,1.0,0.5017120249414587,High risk: prioritize dispatch and monitor closely
D203,F5,P199,2026-04-01,Medium,1,290.3,0.55,0.21,1.0,0.5014683639416393,High risk: prioritize dispatch and monitor closely
D710,F2,P19,2026-04-12,Medium,1,385.01,0.51,0.23,0.9900467776479752,0.5014486739505,High risk: prioritize dispatch and monitor closely
D519,F2,P115,2026-04-19,Medium,1,254.66,0.33,0.43,0.9950349442829457,0.5013476649445355,High risk: prioritize dispatch and monitor closely
D207,F4,P195,2026-04-29,Medium,1,594.9,0.04,0.92,0.992516906126061,0.5004409157062845,High risk: prioritize dispatch and monitor closely
D1126,F1,P39,2026-04-05,Medium,1,629.0,0.06,0.74,0.9850623058066739,0.4995601355252797,High risk: prioritize dispatch and monitor closely
D688,F2,P127,2026-04-11,Medium,1,267.7,0.89,0.15,0.9926074658104289,0.49941119085189306,High risk: prioritize dispatch and monitor closely
D751,F1,P81,2026-04-19,Medium,1,161.99,0.33,0.43,1.0,0.49919452706396067,High risk: prioritize dispatch and monitor closely
D840,F2,P19,2026-04-20,Medium,1,385.01,0.25,0.41,0.9900338109273279,0.4990630929589307,High risk: prioritize dispatch and monitor closely
D212,F2,P19,2026-04-03,Medium,1,385.01,0.11,0.93,0.9900338109273279,0.49903094550929505,High risk: prioritize dispatch and monitor closely
D912,F5,P58,2026-04-05,Medium,1,459.81,0.06,0.74,1.0,0.49864993360892074,High risk: prioritize dispatch and monitor closely
D541,F2,P123,2026-04-03,Medium,1,271.5,0.11,0.93,1.0,0.4983917164811309,High risk: prioritize dispatch and monitor closely
D588,F4,P38,2026-04-02,Low,1,703.74,0.95,0.78,1.0,0.4980095329945301,High risk: prioritize dispatch and monitor closely
D919,F2,P80,2026-04-10,Medium,1,308.18,0.22,0.4,1.0,0.4979562754799187,High risk: prioritize dispatch and monitor closely
D729,F5,P195,2026-04-19,Medium,1,136.35,0.33,0.43,1.0,0.49789218447268496,High risk: prioritize dispatch and monitor closely
D664,F1,P57,2026-04-05,Medium,1,437.29,0.06,0.74,1.0,0.49750606640316686,High risk: prioritize dispatch and monitor closely
D1167,F2,P40,2026-04-27,Low,1,547.21,0.8,0.98,1.0,0.4969705448919233,High risk: prioritize dispatch and monitor closely
D500,F5,P195,2026-04-11,Medium,1,136.35,0.89,0.15,1.0,0.4965419915879871,High risk: prioritize dispatch and monitor closely
D995,F2,P115,2026-04-24,Medium,1,254.66,0.24,0.4,1.0,0.4965237110829319,High risk: prioritize dispatch and monitor closely
D1047,F2,P123,2026-04-10,Medium,1,271.5,0.22,0.4,1.0,0.49609317383218104,High risk: prioritize dispatch and monitor closely
D155,F3,P32,2026-04-20,Medium,1,225.25,0.25,0.41,1.0,0.4960746695139763,High risk: prioritize dispatch and monitor closely
D15,F5,P178,2026-04-05,Medium,1,406.45,0.06,0.74,1.0,0.49593959816935473,High risk: prioritize dispatch and monitor closely
D974,F4,P166,2026-04-02,Low,1,653.29,0.95,0.78,1.0,0.49544700632799893,High risk: prioritize dispatch and monitor closely
D302,F2,P12,2026-04-01,Medium,1,164.74,0.55,0.21,1.0,0.49509074554224075,High risk: prioritize dispatch and monitor closely
D671,F1,P18,2026-04-27,Low,1,497.84,0.8,0.98,1.0,0.49446287508961123,High risk: prioritize dispatch and monitor closely
D1084,F3,P30,2026-04-19,Medium,1,67.63,0.33,0.43,1.0,0.49440166251978057,High risk: prioritize dispatch and monitor closely
D459,F1,P127,2026-04-05,Medium,1,476.53,0.06,0.74,0.9900312135501221,0.49437153413020407,High risk: prioritize dispatch and monitor closely
D819,F5,P191,2026-04-08,Low,1,663.16,0.84,0.87,1.0,0.4943088171834714,High risk: prioritize dispatch and monitor closely
D903,F3,P82,2026-04-24,Medium,1,206.86,0.24,0.4,1.0,0.4940957869073087,High risk: prioritize dispatch and monitor closely
D343,F3,P35,2026-04-20,Medium,1,178.04,0.25,0.41,1.0,0.4936767134401024,High risk: prioritize dispatch and monitor closely
D608,F5,P155,2026-04-27,Low,1,477.82,0.8,0.98,1.0,0.493445991365846,High risk: prioritize dispatch and monitor closely
D623,F2,P35,2026-04-11,Medium,1,143.0,0.89,0.15,0.9926074658104289,0.49307725477029857,High risk: prioritize dispatch and monitor closely
D329,F2,P69,2026-04-20,Medium,1,162.97,0.25,0.41,1.0,0.49291125701067473,High risk: prioritize dispatch and monitor closely
D827,F1,P10,2026-04-07,Low,1,830.11,0.97,0.69,1.0,0.4929034333477081,High risk: prioritize dispatch and monitor closely
D663,F3,P12,2026-04-03,Medium,1,162.62,0.11,0.93,1.0,0.4928613318735607,High risk: prioritize dispatch and monitor closely
D553,F5,P157,2026-04-05,Medium,1,341.89,0.06,0.74,1.0,0.49266037673047947,High risk: prioritize dispatch and monitor closely
D720,F1,P113,2026-04-12,Medium,1,103.33,0.51,0.23,1.0,0.4922608503373922,High risk: prioritize dispatch and monitor closely
D365,F1,P63,2026-04-05,Medium,1,355.63,0.06,0.74,0.9975117004680187,0.4920783662451593,High risk: prioritize dispatch and monitor closely
D967,F4,P78,2026-04-02,Low,1,586.58,0.95,0.78,1.0,0.4920585790946134,High risk: prioritize dispatch and monitor closely
D1012,F3,P114,2026-04-05,Medium,1,329.76,0.06,0.74,1.0,0.4920442528758705,High risk: prioritize dispatch and monitor closely
D705,F2,P60,2026-04-05,Medium,1,350.23,0.06,0.74,0.9975078125,0.4918020820620289,High risk: prioritize dispatch and monitor closely
D815,F3,P72,2026-04-20,Medium,1,128.95,0.25,0.41,1.0,0.491183265787773,High risk: prioritize dispatch and monitor closely
D474,F5,P39,2026-04-12,Medium,1,80.48,0.51,0.23,1.0,0.4911002213120158,High risk: prioritize dispatch and monitor closely
D682,F5,P43,2026-04-27,Low,1,426.31,0.8,0.98,1.0,0.4908296237029516,High risk: prioritize dispatch and monitor closely
D295,F5,P19,2026-04-25,Medium,1,818.97,0.48,0.08,0.9502938031344046,0.49036098727510324,High risk: prioritize dispatch and monitor closely
D1129,F5,P77,2026-04-24,Medium,1,132.1,0.24,0.4,1.0,0.4902984728619197,High risk: prioritize dispatch and monitor closely
D757,F2,P114,2026-04-29,Medium,1,469.93,0.04,0.92,0.9850462075822769,0.49025054697065273,High risk: prioritize dispatch and monitor closely
D1068,F3,P143,2026-04-27,Low,1,413.23,0.8,0.98,1.0,0.4901652461251869,High risk: prioritize dispatch and monitor closely
D721,F5,P186,2026-04-27,Low,1,403.73,0.8,0.98,1.0,0.48968270889363,High risk: prioritize dispatch and monitor closely
D887,F2,P99,2026-04-02,Low,1,532.91,0.95,0.78,1.0,0.4893324977032808,High risk: prioritize dispatch and monitor closely
D1138,F3,P124,2026-04-08,Low,1,564.08,0.84,0.87,1.0,0.4892762078252967,High risk: prioritize dispatch and monitor closely
D56,F1,P192,2026-04-02,Low,1,523.01,0.95,0.78,1.0,0.4888296431146057,High risk: prioritize dispatch and monitor closely
D34,F2,P154,2026-04-03,Medium,1,72.89,0.11,0.93,1.0,0.48830364073802357,High risk: prioritize dispatch and monitor closely
D307,F3,P30,2026-04-20,Medium,1,67.63,0.25,0.41,1.0,0.48806861494155507,High risk: prioritize dispatch and monitor closely
D492,F4,P148,2026-04-02,Low,1,507.71,0.95,0.78,1.0,0.4880525042048351,High risk: prioritize dispatch and monitor closely
D284,F2,P134,2026-04-05,Medium,1,245.2,0.06,0.74,1.0,0.48774916358108594,High risk: prioritize dispatch and monitor closely
D292,F2,P112,2026-04-27,Low,1,353.81,0.8,0.98,1.0,0.4871471027252804,High risk: prioritize dispatch and monitor closely
D589,F2,P63,2026-04-05,Medium,1,252.54,0.06,0.74,0.9975078125,0.48684007551983993,High risk: prioritize dispatch and monitor closely
D99,F4,P148,2026-04-08,Low,1,507.71,0.84,0.87,1.0,0.48641298427341634,High risk: prioritize dispatch and monitor closely
D808,F2,P31,2026-04-25,High,1,344.68,0.48,0.08,0.7460647279208439,0.48622046329498514,High risk: prioritize dispatch and monitor closely
D1128,F4,P107,2026-04-02,Low,1,470.89,0.95,0.78,1.0,0.48618229148210607,High risk: prioritize dispatch and monitor closely
D703,F2,P84,2026-04-05,Medium,1,212.01,0.06,0.74,1.0,0.48606333087420445,High risk: prioritize dispatch and monitor closely
D727,F2,P193,2026-04-10,Medium,1,71.5,0.22,0.4,1.0,0.485934495273088,High risk: prioritize dispatch and monitor closely
D401,F3,P26,2026-04-22,Low,1,810.98,0.77,0.82,1.0,0.4858398140375729,High risk: prioritize dispatch and monitor closely
D643,F3,P82,2026-04-05,Medium,1,206.86,0.06,0.74,1.0,0.48580174490130784,High risk: prioritize dispatch and monitor closely
D893,F4,P66,2026-04-07,Low,1,688.08,0.97,0.69,1.0,0.48568924776896816,High risk: prioritize dispatch and monitor closely
D1174,F3,P200,2026-04-07,Low,1,687.73,0.97,0.69,1.0,0.48567147008148975,High risk: prioritize dispatch and monitor closely
D759,F4,P62,2026-04-02,Low,1,456.91,0.95,0.78,1.0,0.48547219985082546,High risk: prioritize dispatch and monitor closely
D1050,F4,P62,2026-04-02,Low,1,456.91,0.95,0.78,1.0,0.48547219985082546,High risk: prioritize dispatch and monitor closely
D111,F2,P71,2026-04-29,Medium,1,270.95,0.04,0.92,0.9950208062629937,0.485274332327492,High risk: prioritize dispatch and monitor closely
D504,F2,P22,2026-04-29,Medium,1,346.48,0.04,0.92,0.9875304590997832,0.48525793214692553,High risk: prioritize dispatch and monitor closely
D344,F5,P59,2026-04-10,Medium,1,56.93,0.22,0.4,1.0,0.4851944355400581,High risk: prioritize dispatch and monitor closely
D891,F3,P21,2026-04-02,Low,1,443.02,0.95,0.78,1.0,0.48476667962489645,High risk: prioritize dispatch and monitor closely
D258,F3,P101,2026-04-08,Low,1,461.57,0.84,0.87,1.0,0.48406937712983356,High risk: prioritize dispatch and monitor closely
D140,F5,P75,2026-04-27,Low,1,289.74,0.8,0.98,1.0,0.48389277004887493,High risk: prioritize dispatch and monitor closely
D597,F2,P127,2026-04-29,Medium,1,267.7,0.04,0.92,0.9925363825869813,0.483831335730512,High risk: prioritize dispatch and monitor closely
D578,F3,P190,2026-04-02,Low,1,420.3,0.95,0.78,1.0,0.4836126537405835,High risk: prioritize dispatch and monitor closely
D926,F2,P35,2026-04-05,Medium,1,143.0,0.06,0.74,1.0,0.48255807883738944,High risk: prioritize dispatch and monitor closely
D803,F3,P133,2026-04-22,Low,1,744.9,0.77,0.82,1.0,0.4824833866416486,High risk: prioritize dispatch and monitor closely
D566,F5,P5,2026-04-08,Low,1,426.06,0.84,0.87,1.0,0.4822657037516666,High risk: prioritize dispatch and monitor closely
D264,F5,P195,2026-04-05,Medium,1,136.35,0.06,0.74,1.0,0.4822203027752996,High risk: prioritize dispatch and monitor closely
D888,F5,P66,2026-04-27,Low,1,243.42,0.8,0.98,1.0,0.48154002009458896,High risk: prioritize dispatch and monitor closely
D610,F5,P41,2026-04-27,Low,1,235.84,0.8,0.98,1.0,0.48115500617719936,High risk: prioritize dispatch and monitor closely
D114,F3,P119,2026-04-08,Low,1,394.4,0.84,0.87,1.0,0.48065758493576216,High risk: prioritize dispatch and monitor closely
D1170,F5,P95,2026-04-22,Low,1,692.93,0.77,0.82,1.0,0.4798436540180682,High risk: prioritize dispatch and monitor closely
D239,F4,P74,2026-04-22,Low,1,678.29,0.77,0.82,1.0,0.47910003874754264,High risk: prioritize dispatch and monitor closely
D48,F5,P2,2026-04-08,Low,1,360.13,0.84,0.87,1.0,0.4789168953646616,High risk: prioritize dispatch and monitor closely
D632,F5,P30,2026-04-25,Medium,1,657.75,0.48,0.08,0.9428016643104171,0.47831832977000455,High risk: prioritize dispatch and monitor closely
D268,F1,P151,2026-04-22,Low,1,659.01,0.77,0.82,1.0,0.47812074213444605,High risk: prioritize dispatch and monitor closely
D702,F5,P182,2026-04-07,Low,1,531.54,0.97,0.69,1.0,0.4777380500607661,High risk: prioritize dispatch and monitor closely
D622,F2,P43,2026-04-27,Low,1,150.04,0.8,0.98,1.0,0.47679693307534843,High risk: prioritize dispatch and monitor closely
D278,F3,P151,2026-04-27,Low,1,147.55,0.8,0.98,1.0,0.47667045752728776,High risk: prioritize dispatch and monitor closely
D950,F4,P143,2026-04-08,Low,1,315.82,0.84,0.87,1.0,0.4766662401298945,High risk: prioritize dispatch and monitor closely
D640,F2,P98,2026-04-07,Low,1,504.69,0.97,0.69,1.0,0.4763742474642078,High risk: prioritize dispatch and monitor closely
D735,F1,P179,2026-04-02,Low,1,264.12,0.95,0.78,1.0,0.47567974165378774,High risk: prioritize dispatch and monitor closely
D251,F5,P148,2026-04-27,Low,1,61.31,0.8,0.98,1.0,0.47229003533260683,High risk: prioritize dispatch and monitor closely
D1018,F1,P105,2026-04-02,Low,1,192.84,0.95,0.78,1.0,0.472059188615327,High risk: prioritize dispatch and monitor closely
D217,F5,P61,2026-04-08,Low,1,223.48,0.84,0.87,1.0,0.47197597823916126,High risk: prioritize dispatch and monitor closely
