delivery_id,factory_id,project_id,date,priority_level,predicted_delay_probability,predicted_delay_class,priority_score,delay_hours,reward_score,optimized_planning_score,recommended_action
D301,F3,P95,2026-04-23,Low,1.0,1,0.4510609263633227,7.460000000000001,-29.92,0.9164905145687114,High risk: prioritize dispatch and monitor closely
D752,F4,P14,2026-04-14,Medium,1.0,1,0.5307510384647107,12.13,-36.260000000000005,0.915601063884131,High risk: prioritize dispatch and monitor closely
D228,F2,P41,2026-04-29,Low,0.9950117248630673,1,0.36842809586010816,4.25,-23.5,0.9154540236689541,High risk: prioritize dispatch and monitor closely
D429,F2,P116,2026-04-28,Low,1.0,1,0.3960959773749116,5.359999999999998,-25.719999999999995,0.9149063484984499,High risk: prioritize dispatch and monitor closely
D780,F4,P43,2026-04-10,Low,1.0,1,0.37751041107796013,4.630000000000001,-24.26,0.9148769591206647,High risk: prioritize dispatch and monitor closely
D625,F4,P107,2026-04-21,Low,1.0,1,0.43487496186358915,6.890000000000001,-28.78,0.9147936197181901,High risk: prioritize dispatch and monitor closely
D220,F1,P195,2026-04-15,Medium,1.0,1,0.5967792812065656,14.800000000000004,-41.60000000000001,0.9137594540586245,High risk: prioritize dispatch and monitor closely
D244,F1,P20,2026-04-03,Low,1.0,1,0.37688934950902664,4.66,-24.32,0.9134933149386147,High risk: prioritize dispatch and monitor closely
D810,F2,P112,2026-04-24,Low,1.0,1,0.3765598759786023,4.66,-24.32,0.9131638414081904,High risk: prioritize dispatch and monitor closely
D280,F1,P6,2026-04-26,Medium,1.0,1,0.5407166855846837,12.629999999999999,-37.26,0.912857000785497,High risk: prioritize dispatch and monitor closely
D792,F5,P105,2026-04-25,Low,0.9751616352354595,1,0.3768794223392064,4.689999999999998,-24.379999999999995,0.9127208051556781,High risk: prioritize dispatch and monitor closely
D1058,F3,P144,2026-04-25,Medium,0.8506195050318184,1,0.43653132839050635,8.57,-29.14,0.9118744905664087,High risk: prioritize dispatch and monitor closely
D738,F4,P192,2026-04-25,Low,0.8880658945642302,1,0.3093152258940974,2.119999999999999,-19.24,0.9104845192342093,High risk: prioritize dispatch and monitor closely
D83,F3,P150,2026-04-02,Medium,1.0,1,0.6130301551120051,15.57,-43.14,0.9104373742274092,High risk: prioritize dispatch and monitor closely
D578,F3,P190,2026-04-02,Low,1.0,1,0.4836126537405835,9.069999999999999,-33.14,0.9081169750420577,High risk: prioritize dispatch and monitor closely
D339,F3,P79,2026-04-04,High,1.0,1,0.7816854263597391,20.8,-56.6,0.9080199459326928,Immediate action: allocate fastest route and backup resources
D653,F5,P30,2026-04-18,Medium,1.0,1,0.5300981055113884,12.41,-36.82,0.9078306932083888,High risk: prioritize dispatch and monitor closely
D639,F2,P105,2026-04-19,Low,0.995030959752322,1,0.3874561621534767,5.33,-25.66,0.9070291158901316,High risk: prioritize dispatch and monitor closely
D472,F3,P43,2026-04-24,Low,1.0,1,0.37629829000570564,4.899999999999999,-24.799999999999997,0.9068015945303625,High risk: prioritize dispatch and monitor closely
D551,F4,P63,2026-04-07,Medium,1.0,1,0.6046047072459995,15.399999999999999,-42.8,0.90633322783573,High risk: prioritize dispatch and monitor closely
D783,F4,P105,2026-04-28,Low,1.0,1,0.398668154786074,5.809999999999999,-26.619999999999997,0.906039786712866,High risk: prioritize dispatch and monitor closely
D1151,F4,P165,2026-04-11,Medium,1.0,1,0.5305618822806057,12.509999999999998,-37.019999999999996,0.9057525279338848,High risk: prioritize dispatch and monitor closely
D786,F3,P179,2026-04-14,Low,1.0,1,0.40112071277747613,5.919999999999998,-26.839999999999996,0.9056962084561746,High risk: prioritize dispatch and monitor closely
D1100,F3,P55,2026-04-29,High,0.9975078125,1,0.6384136328392193,15.260000000000002,-45.52,0.9055717416343386,Immediate action: allocate fastest route and backup resources
D1094,F2,P192,2026-04-03,Low,1.0,1,0.3760654806778842,4.960000000000001,-24.92,0.9050436199763081,High risk: prioritize dispatch and monitor closely
D1115,F5,P107,2026-04-03,Low,1.0,1,0.3732505108491595,4.920000000000001,-24.840000000000003,0.9032454269650719,High risk: prioritize dispatch and monitor closely
D262,F5,P2,2026-04-15,Low,1.0,1,0.447749942942887,7.870000000000001,-30.740000000000002,0.9027575687690181,High risk: prioritize dispatch and monitor closely
D469,F5,P191,2026-04-28,Low,1.0,1,0.405646151088315,6.220000000000002,-27.440000000000005,0.9025958206358492,High risk: prioritize dispatch and monitor closely
D49,F4,P19,2026-04-25,Medium,0.8482794368353221,1,0.43554201085995653,8.91,-29.82,0.9022425700872061,High risk: prioritize dispatch and monitor closely
D939,F4,P148,2026-04-14,Low,1.0,1,0.40289391011996584,6.130000000000001,-27.26,0.9021313275068493,High risk: prioritize dispatch and monitor closely
D1162,F4,P6,2026-04-19,Medium,1.0,1,0.5343262851248721,12.830000000000002,-37.660000000000004,0.9013827162382426,High risk: prioritize dispatch and monitor closely
D829,F2,P149,2026-04-30,Low,1.0,1,0.40341368785661347,6.189999999999998,-27.379999999999995,0.9011259400172642,High risk: prioritize dispatch and monitor closely
D133,F4,P120,2026-04-25,Low,0.9304919721177549,1,0.3298006238528639,3.299999999999999,-21.599999999999998,0.9009750010770632,High risk: prioritize dispatch and monitor closely
D1068,F3,P143,2026-04-27,Low,1.0,1,0.4901652461251869,9.610000000000001,-34.22,0.9009430803905656,High risk: prioritize dispatch and monitor closely
D809,F5,P6,2026-04-15,Medium,1.0,1,0.5927975871453292,15.16,-42.32,0.9006267686399909,High risk: prioritize dispatch and monitor closely
D890,F2,P20,2026-04-03,Low,1.0,1,0.3730265119869315,5.04,-25.08,0.8999710976503783,High risk: prioritize dispatch and monitor closely
D813,F5,P197,2026-04-07,High,1.0,1,0.7364856881680011,19.349999999999998,-53.699999999999996,0.8996783673749151,Immediate action: allocate fastest route and backup resources
D305,F4,P158,2026-04-07,Low,1.0,1,0.46812387667244043,8.839999999999998,-32.67999999999999,0.898474664674474,High risk: prioritize dispatch and monitor closely
D152,F3,P143,2026-04-12,Low,1.0,1,0.38300172276470684,5.52,-26.04,0.8977449866182909,High risk: prioritize dispatch and monitor closely
D1154,F2,P25,2026-04-23,Low,1.0,1,0.4400077761571015,7.7700000000000005,-30.54,0.897557344026954,High risk: prioritize dispatch and monitor closely
D424,F3,P43,2026-04-12,Low,1.0,1,0.37972199339190366,5.399999999999999,-25.799999999999997,0.8975155876979535,High risk: prioritize dispatch and monitor closely
D785,F5,P86,2026-04-21,Low,1.0,1,0.4264569728755967,7.239999999999999,-29.479999999999997,0.8974788335771726,High risk: prioritize dispatch and monitor closely
D566,F5,P5,2026-04-08,Low,1.0,1,0.4822657037516666,9.44,-33.879999999999995,0.8973648394913718,High risk: prioritize dispatch and monitor closely
D1005,F3,P146,2026-04-28,Medium,1.0,1,0.5352805402469732,13.04,-38.08,0.8969988930685289,High risk: prioritize dispatch and monitor closely
D842,F1,P129,2026-04-17,Medium,1.0,1,0.5421237561834588,13.349999999999998,-38.699999999999996,0.8959620886694781,High risk: prioritize dispatch and monitor closely
D1035,F4,P119,2026-04-05,Low,1.0,1,0.37524281440698654,5.340000000000002,-25.680000000000003,0.8945615739392692,High risk: prioritize dispatch and monitor closely
D415,F1,P200,2026-04-18,Low,1.0,1,0.39192483908988446,6.0,-27.0,0.8944667811336058,High risk: prioritize dispatch and monitor closely
D233,F2,P140,2026-04-25,Low,0.8807346165375176,1,0.30103630786107355,2.4299999999999997,-19.86,0.894325580865649,High risk: prioritize dispatch and monitor closely
D869,F4,P27,2026-04-16,Low,1.0,1,0.4052754595796195,6.539999999999999,-28.08,0.8940909145872453,High risk: prioritize dispatch and monitor closely
D485,F5,P156,2026-04-21,Low,1.0,1,0.43642974761705833,7.77,-30.54,0.8939793154869109,High risk: prioritize dispatch and monitor closely
D198,F3,P116,2026-04-01,Low,1.0,1,0.38336255114576784,5.6899999999999995,-26.38,0.8937845135250255,High risk: prioritize dispatch and monitor closely
D579,F2,P195,2026-04-15,Medium,1.0,1,0.5830132558911387,15.05,-42.1,0.8936385736338941,High risk: prioritize dispatch and monitor closely
D1188,F1,P38,2026-04-30,Low,1.0,1,0.4038860664096113,6.520000000000001,-28.040000000000003,0.8932099098259813,High risk: prioritize dispatch and monitor closely
D770,F5,P20,2026-04-22,Low,1.0,1,0.4632850079667466,8.860000000000001,-32.72,0.8931274075600358,High risk: prioritize dispatch and monitor closely
D470,F2,P66,2026-04-24,Low,1.0,1,0.37900659370955986,5.549999999999999,-26.099999999999998,0.8929872749500276,High risk: prioritize dispatch and monitor closely
D163,F2,P149,2026-04-14,Low,1.0,1,0.4003918275908612,6.419999999999998,-27.839999999999996,0.8922576130509527,High risk: prioritize dispatch and monitor closely
D711,F5,P191,2026-04-25,Low,0.9751616352354595,1,0.37023818623119936,5.240000000000002,-25.480000000000004,0.8920988878072034,High risk: prioritize dispatch and monitor closely
D719,F4,P21,2026-04-04,Low,1.0,1,0.5226350596314432,11.24,-37.480000000000004,0.891979238584163,High risk: prioritize dispatch and monitor closely
D193,F4,P186,2026-04-05,Low,0.9975155763239876,1,0.3669615033379531,5.130000000000001,-25.26,0.8916183411620505,High risk: prioritize dispatch and monitor closely
D175,F1,P86,2026-04-06,Low,1.0,1,0.437696036587859,7.93,-30.86,0.8911784971877572,High risk: prioritize dispatch and monitor closely
D659,F5,P140,2026-04-14,Low,1.0,1,0.40651497109235457,6.710000000000001,-28.42,0.891009124625654,High risk: prioritize dispatch and monitor closely
D445,F1,P129,2026-04-08,Medium,1.0,1,0.6302720630844446,17.02,-46.04,0.8908211225658884,High risk: prioritize dispatch and monitor closely
D226,F2,P145,2026-04-17,Low,0.9975039123630672,1,0.3919171663589018,6.16,-27.32,0.8903920011326689,High risk: prioritize dispatch and monitor closely
D180,F3,P95,2026-04-15,Low,1.0,1,0.45647777162693176,8.71,-32.42,0.8901330842858031,High risk: prioritize dispatch and monitor closely
D508,F5,P200,2026-04-18,Low,0.9975039123630672,1,0.3897373069463044,6.09,-27.18,0.8899915011506765,High risk: prioritize dispatch and monitor closely
D666,F4,P94,2026-04-20,Low,1.0,1,0.3879888693148662,6.029999999999998,-27.059999999999995,0.8897682287454712,High risk: prioritize dispatch and monitor closely
D1109,F2,P75,2026-04-29,Low,0.9975078125,1,0.36810948200315996,5.25,-25.5,0.8897159893747918,High risk: prioritize dispatch and monitor closely
D567,F3,P117,2026-04-04,Medium,1.0,1,0.6621502874906032,18.330000000000002,-48.660000000000004,0.8893999061992965,High risk: prioritize dispatch and monitor closely
D292,F2,P112,2026-04-27,Low,1.0,1,0.4871471027252804,9.99,-34.980000000000004,0.8882655572245177,High risk: prioritize dispatch and monitor closely
D127,F4,P32,2026-04-03,Medium,1.0,1,0.5237538733717626,12.940000000000001,-37.88,0.8880141682370395,High risk: prioritize dispatch and monitor closely
D1077,F4,P58,2026-04-04,Medium,1.0,1,0.6592824925333712,18.29,-48.58,0.8875488880595532,High risk: prioritize dispatch and monitor closely
D907,F4,P25,2026-04-06,Low,1.0,1,0.4275317707555584,7.6899999999999995,-30.38,0.8871148922603882,High risk: prioritize dispatch and monitor closely
D1148,F4,P162,2026-04-28,Low,1.0,1,0.40407815905271893,6.769999999999998,-28.539999999999996,0.8870471473597856,High risk: prioritize dispatch and monitor closely
D379,F5,P63,2026-04-22,Medium,1.0,1,0.6029267113739674,16.099999999999998,-44.199999999999996,0.8868616376576481,High risk: prioritize dispatch and monitor closely
D901,F1,P44,2026-04-07,Medium,1.0,1,0.6150960825279027,16.580000000000002,-45.160000000000004,0.8868296870017206,High risk: prioritize dispatch and monitor closely
D662,F3,P50,2026-04-24,Low,1.0,1,0.3838731086732934,5.99,-26.98,0.8866692449213868,High risk: prioritize dispatch and monitor closely
D464,F1,P145,2026-04-01,Low,1.0,1,0.39059603821377004,6.259999999999998,-27.519999999999996,0.8865289309438158,High risk: prioritize dispatch and monitor closely
D761,F1,P110,2026-04-07,Low,1.0,1,0.468722222839571,9.35,-33.7,0.8861091064186253,High risk: prioritize dispatch and monitor closely
D1149,F3,P148,2026-04-26,Low,1.0,1,0.41416291569907027,7.23,-29.46,0.8854389706050183,High risk: prioritize dispatch and monitor closely
D166,F4,P16,2026-04-25,Low,0.8707877406419918,1,0.29262139010318294,2.45,-19.9,0.8854022746990142,High risk: prioritize dispatch and monitor closely
D392,F5,P22,2026-04-06,Medium,1.0,1,0.5701738398752074,14.869999999999997,-41.739999999999995,0.8853746532966614,High risk: prioritize dispatch and monitor closely
D838,F2,P145,2026-04-18,Low,1.0,1,0.3924134715285768,6.390000000000001,-27.78,0.8850418396017847,High risk: prioritize dispatch and monitor closely
D187,F4,P152,2026-04-17,Low,0.9925259821512509,1,0.3981459469383346,6.619999999999999,-28.24,0.8849278483109833,High risk: prioritize dispatch and monitor closely
D261,F3,P184,2026-04-26,Medium,1.0,1,0.5438465744487402,13.879999999999999,-39.76,0.884212614103036,High risk: prioritize dispatch and monitor closely
D535,F4,P2,2026-04-18,Low,1.0,1,0.39732824021546603,6.640000000000002,-28.280000000000005,0.8836017531793704,High risk: prioritize dispatch and monitor closely
D312,F2,P162,2026-04-29,Low,0.9900208442066806,1,0.3618746609370541,5.25,-25.5,0.883481168308686,High risk: prioritize dispatch and monitor closely
D636,F2,P8,2026-04-22,Low,1.0,1,0.4652446170607956,9.329999999999998,-33.66,0.8831398890485942,High risk: prioritize dispatch and monitor closely
D1036,F5,P42,2026-04-20,Low,1.0,1,0.391776532615624,6.5,-28.0,0.8816087644407383,High risk: prioritize dispatch and monitor closely
D358,F5,P40,2026-04-09,Low,1.0,1,0.4258382810481286,7.840000000000002,-30.680000000000003,0.881608489487376,High risk: prioritize dispatch and monitor closely
D385,F5,P120,2026-04-25,Low,0.8358124344821133,1,0.29619032615329427,2.7600000000000016,-20.520000000000003,0.881091190413589,High risk: prioritize dispatch and monitor closely
D346,F3,P21,2026-04-01,Low,1.0,1,0.3842255308893628,6.249999999999998,-27.499999999999996,0.8804126178237806,High risk: prioritize dispatch and monitor closely
D318,F1,P62,2026-04-30,Low,1.0,1,0.4123365631689928,7.360000000000001,-29.720000000000002,0.8803080934181031,High risk: prioritize dispatch and monitor closely
D374,F3,P62,2026-04-22,Low,0.9900545053615033,1,0.47143655781516264,9.73,-34.46,0.8791640616280756,High risk: prioritize dispatch and monitor closely
D1063,F4,P44,2026-04-25,Medium,0.8482794368353221,1,0.43529769464061036,9.810000000000002,-31.620000000000005,0.8791207754743673,High risk: prioritize dispatch and monitor closely
D1095,F5,P126,2026-04-05,Low,1.0,1,0.37932609525381394,6.140000000000001,-27.28,0.8783093184363253,High risk: prioritize dispatch and monitor closely
D638,F3,P42,2026-04-18,Low,1.0,1,0.40447334678000413,7.18,-29.36,0.877020372707813,High risk: prioritize dispatch and monitor closely
D431,F2,P159,2026-04-19,Low,1.0,1,0.39372509452774496,6.800000000000001,-28.6,0.8759315002216951,High risk: prioritize dispatch and monitor closely
D802,F3,P192,2026-04-30,Low,1.0,1,0.41018901852160056,7.449999999999999,-29.9,0.8758728009313616,High risk: prioritize dispatch and monitor closely
D1045,F3,P42,2026-04-25,Low,0.8657532938520704,1,0.31306204367319895,3.629999999999999,-22.259999999999998,0.8758480121531176,High risk: prioritize dispatch and monitor closely
D153,F5,P87,2026-04-03,Medium,1.0,1,0.5355282897556793,13.89,-39.78,0.875640135205603,High risk: prioritize dispatch and monitor closely
D190,F4,P26,2026-04-20,Low,1.0,1,0.3918694845244397,6.8100000000000005,-28.62,0.8738216960140176,High risk: prioritize dispatch and monitor closely
D847,F2,P66,2026-04-18,Low,1.0,1,0.39210667943609223,6.849999999999998,-28.699999999999996,0.8730421141081817,High risk: prioritize dispatch and monitor closely
D1175,F5,P43,2026-04-18,Low,1.0,1,0.3933424826828059,6.919999999999998,-28.839999999999996,0.8724985579242903,High risk: prioritize dispatch and monitor closely
D640,F2,P98,2026-04-07,Low,1.0,1,0.4763742474642078,10.19,-35.379999999999995,0.8724088178760024,High risk: prioritize dispatch and monitor closely
D599,F3,P21,2026-04-09,Low,1.0,1,0.42371867276677383,8.13,-31.26,0.8721172492792293,High risk: prioritize dispatch and monitor closely
D7,F4,P190,2026-04-19,Low,1.0,1,0.3975127578285028,7.1,-29.2,0.8720933373912887,High risk: prioritize dispatch and monitor closely
D600,F5,P140,2026-04-30,Low,1.0,1,0.4095368313581068,7.59,-30.18,0.8716618949066579,High risk: prioritize dispatch and monitor closely
D189,F2,P26,2026-04-10,Low,1.0,1,0.38478808839769435,6.619999999999999,-28.24,0.8715699897703431,High risk: prioritize dispatch and monitor closely
D235,F3,P192,2026-04-18,Low,1.0,1,0.40175031299223923,7.300000000000001,-29.6,0.8712470084675823,High risk: prioritize dispatch and monitor closely
D494,F4,P114,2026-04-04,Medium,1.0,1,0.6569500599362035,18.840000000000003,-49.68000000000001,0.8712357742219176,High risk: prioritize dispatch and monitor closely
D488,F3,P50,2026-04-26,Low,1.0,1,0.40592625912335767,7.470000000000001,-29.94,0.8711016531243745,High risk: prioritize dispatch and monitor closely
D1167,F2,P40,2026-04-27,Low,1.0,1,0.4969705448919233,11.09,-37.18,0.8701276369102253,High risk: prioritize dispatch and monitor closely
D156,F5,P151,2026-04-03,Low,1.0,1,0.3946817670713501,7.09,-29.18,0.8695165408385082,High risk: prioritize dispatch and monitor closely
D23,F2,P166,2026-04-14,Low,1.0,1,0.40173683663208515,7.4,-29.8,0.8686915900637069,High risk: prioritize dispatch and monitor closely
D483,F1,P14,2026-04-07,Medium,1.0,1,0.6104093761746652,17.13,-46.26,0.8681622994080154,High risk: prioritize dispatch and monitor closely
D3,F4,P21,2026-04-30,Low,1.0,1,0.40368949597949283,7.570000000000002,-30.140000000000004,0.8663229479367882,High risk: prioritize dispatch and monitor closely
D357,F3,P46,2026-04-26,Low,1.0,1,0.414289391247131,8.0,-31.0,0.8659924924164243,High risk: prioritize dispatch and monitor closely
D782,F5,P53,2026-04-17,Low,1.0,1,0.40604165374334417,7.68,-30.36,0.8658789694525459,High risk: prioritize dispatch and monitor closely
D258,F3,P101,2026-04-08,Low,1.0,1,0.48406937712983356,10.75,-36.5,0.8658690720967883,High risk: prioritize dispatch and monitor closely
D679,F3,P20,2026-04-29,Low,0.9950349923934846,1,0.3708984642384572,6.34,-27.68,0.8647978033335257,High risk: prioritize dispatch and monitor closely
D669,F1,P158,2026-04-01,Low,1.0,1,0.3914849225876907,7.200000000000001,-29.400000000000002,0.8635235601067551,High risk: prioritize dispatch and monitor closely
D706,F3,P156,2026-04-20,Low,1.0,1,0.38533847007879884,6.979999999999999,-28.959999999999997,0.8629693800940506,High risk: prioritize dispatch and monitor closely
D667,F1,P2,2026-04-06,Low,1.0,1,0.43167905127730816,8.809999999999999,-32.62,0.8627924218924581,High risk: prioritize dispatch and monitor closely
D702,F5,P182,2026-04-07,Low,1.0,1,0.4777380500607661,10.66,-36.32,0.8618254928670701,High risk: prioritize dispatch and monitor closely
D241,F2,P169,2026-04-18,Low,1.0,1,0.394169907051444,7.380000000000001,-29.76,0.8616330488918099,High risk: prioritize dispatch and monitor closely
D945,F1,P96,2026-04-07,High,1.0,1,0.7411718865873107,21.050000000000004,-57.10000000000001,0.8611515510509608,Immediate action: allocate fastest route and backup resources
D40,F4,P150,2026-04-15,Medium,1.0,1,0.595801000461325,16.85,-45.7,0.8606713614170951,High risk: prioritize dispatch and monitor closely
D268,F1,P151,2026-04-22,Low,1.0,1,0.47812074213444605,10.739999999999998,-36.48,0.860174631305773,High risk: prioritize dispatch and monitor closely
D916,F1,P74,2026-04-21,Low,1.0,1,0.4320396746777463,8.929999999999998,-32.86,0.8601027148404305,High risk: prioritize dispatch and monitor closely
D299,F1,P74,2026-04-06,Low,1.0,1,0.42700859880976516,8.749999999999998,-32.5,0.8596471346511478,High risk: prioritize dispatch and monitor closely
D128,F3,P195,2026-04-30,Medium,1.0,1,0.5476059713243799,15.040000000000003,-42.080000000000005,0.8584854832715074,High risk: prioritize dispatch and monitor closely
D1091,F3,P105,2026-04-30,Low,1.0,1,0.4012382068431837,7.800000000000001,-30.6,0.8580251920999198,High risk: prioritize dispatch and monitor closely
D246,F4,P119,2026-04-16,Low,1.0,1,0.4080492867601799,8.070000000000002,-31.140000000000004,0.8579730284988681,High risk: prioritize dispatch and monitor closely
D1157,F4,P124,2026-04-18,Low,1.0,1,0.3926816606425369,7.49,-29.98,0.8573486662348093,High risk: prioritize dispatch and monitor closely
D51,F1,P124,2026-04-17,Low,1.0,1,0.40103393314763924,7.8199999999999985,-30.639999999999997,0.857312529995631,High risk: prioritize dispatch and monitor closely
D476,F4,P91,2026-04-12,Low,1.0,1,0.40083020363591515,7.82,-30.64,0.8571088004839069,High risk: prioritize dispatch and monitor closely
D642,F1,P38,2026-04-25,Low,0.8332370058012546,1,0.28731058840865786,3.4000000000000004,-21.8,0.8559430235891358,High risk: prioritize dispatch and monitor closely
D56,F1,P192,2026-04-02,Low,1.0,1,0.4888296431146057,11.4,-37.8,0.8541067147973713,High risk: prioritize dispatch and monitor closely
D975,F3,P62,2026-04-26,Low,0.9875854651138254,1,0.40616098032555387,8.16,-31.32,0.853796974224893,High risk: prioritize dispatch and monitor closely
D691,F1,P27,2026-04-21,Low,1.0,1,0.43612397139242964,9.34,-33.68,0.8537650491758562,High risk: prioritize dispatch and monitor closely
D230,F4,P93,2026-04-22,Medium,1.0,1,0.6094069324268129,17.689999999999998,-47.379999999999995,0.8529249802153233,High risk: prioritize dispatch and monitor closely
D1074,F4,P152,2026-04-05,Low,1.0,1,0.3798086324853709,7.1800000000000015,-29.360000000000003,0.8523556584131797,High risk: prioritize dispatch and monitor closely
D130,F5,P156,2026-04-16,Low,1.0,1,0.408573982507757,8.32,-31.64,0.8521428691371418,High risk: prioritize dispatch and monitor closely
D946,F1,P56,2026-04-27,High,1.0,1,0.7547698703556671,21.94,-58.88,0.8521262506301968,Immediate action: allocate fastest route and backup resources
D867,F1,P84,2026-04-06,Medium,1.0,1,0.5665761438635045,16.06,-44.12,0.8515278469646738,High risk: prioritize dispatch and monitor closely
D1117,F3,P192,2026-04-15,Low,1.0,1,0.45951927998752423,10.36,-35.72,0.8512325489249923,High risk: prioritize dispatch and monitor closely
D1093,F1,P74,2026-04-05,Low,1.0,1,0.3713774372152516,6.909999999999998,-28.819999999999997,0.8507877066611083,High risk: prioritize dispatch and monitor closely
D798,F2,P112,2026-04-11,Low,0.9851567398871457,1,0.3749525648250467,7.08,-29.16,0.8500415327965769,High risk: prioritize dispatch and monitor closely
D1145,F4,P190,2026-04-18,Low,1.0,1,0.4032350038636507,8.200000000000001,-31.400000000000002,0.8498542209455011,High risk: prioritize dispatch and monitor closely
D793,F5,P98,2026-04-16,Low,1.0,1,0.42160909090085724,8.940000000000001,-32.88,0.8494179368591692,High risk: prioritize dispatch and monitor closely
D201,F5,P78,2026-04-18,Low,1.0,1,0.4086683730909816,8.440000000000001,-31.880000000000003,0.8491869292679006,High risk: prioritize dispatch and monitor closely
D911,F1,P5,2026-04-24,Low,1.0,1,0.38647982559155664,7.620000000000001,-30.240000000000002,0.8478423065269912,High risk: prioritize dispatch and monitor closely
D1066,F4,P30,2026-04-27,Medium,1.0,1,0.6276832777796294,18.640000000000004,-49.28000000000001,0.8470528761527862,High risk: prioritize dispatch and monitor closely
D125,F3,P156,2026-04-05,Low,1.0,1,0.3759996359596389,7.24,-29.48,0.8470214966612148,High risk: prioritize dispatch and monitor closely
D754,F1,P43,2026-04-03,Low,0.9975117004680187,1,0.3763789577075481,7.280000000000001,-29.560000000000002,0.8463840415916355,High risk: prioritize dispatch and monitor closely
D304,F1,P10,2026-04-24,Low,1.0,1,0.40075276896708234,8.260000000000002,-31.520000000000003,0.8458468208226999,High risk: prioritize dispatch and monitor closely
D518,F3,P86,2026-04-30,Low,1.0,1,0.40213064675460003,8.360000000000001,-31.720000000000002,0.8446827565664963,High risk: prioritize dispatch and monitor closely
D957,F5,P3,2026-04-03,Medium,1.0,1,0.5207672218753893,14.559999999999999,-41.12,0.8438480556323795,High risk: prioritize dispatch and monitor closely
D1086,F3,P95,2026-04-01,Low,1.0,1,0.38874309524459144,7.870000000000001,-30.740000000000002,0.8437507210707225,High risk: prioritize dispatch and monitor closely
D1111,F3,P62,2026-04-13,Low,0.9900545053615033,1,0.45012279870671856,10.32,-35.64,0.8428528444616753,High risk: prioritize dispatch and monitor closely
D326,F4,P66,2026-04-28,Low,1.0,1,0.40691192243677793,8.629999999999999,-32.26,0.8426007887306264,High risk: prioritize dispatch and monitor closely
D759,F4,P62,2026-04-02,Low,1.0,1,0.48547219985082546,11.729999999999999,-38.459999999999994,0.8423608627893104,High risk: prioritize dispatch and monitor closely
D733,F3,P62,2026-04-13,Low,0.9900545053615033,1,0.45012279870671856,10.34,-35.68,0.842344456052931,High risk: prioritize dispatch and monitor closely
D949,F5,P19,2026-04-29,Medium,0.9900252291607771,1,0.5105405422703821,14.230000000000004,-40.46000000000001,0.842009784771653,High risk: prioritize dispatch and monitor closely
D123,F3,P192,2026-04-26,Low,1.0,1,0.41070337771577115,8.829999999999998,-32.66,0.8413083599221769,High risk: prioritize dispatch and monitor closely
D287,F1,P126,2026-04-05,Low,1.0,1,0.373736790310601,7.420000000000002,-29.840000000000003,0.8401831553334784,High risk: prioritize dispatch and monitor closely
D239,F4,P74,2026-04-22,Low,1.0,1,0.47910003874754264,11.579999999999998,-38.16,0.8398016147516097,High risk: prioritize dispatch and monitor closely
D758,F1,P155,2026-04-26,Low,1.0,1,0.4071392053433134,8.780000000000001,-32.56,0.8390151585715797,High risk: prioritize dispatch and monitor closely
D293,F3,P144,2026-04-07,Medium,1.0,1,0.6147776079550752,18.46,-48.92,0.8387227020069307,High risk: prioritize dispatch and monitor closely
D300,F5,P101,2026-04-18,Low,1.0,1,0.3983176955071217,8.46,-31.92,0.8383278632752965,High risk: prioritize dispatch and monitor closely
D6,F2,P116,2026-04-23,Low,1.0,1,0.44817484578468436,10.47,-35.94,0.837091978474059,High risk: prioritize dispatch and monitor closely
D874,F2,P95,2026-04-17,Low,0.9950026096033403,1,0.3943938486320271,8.370000000000001,-31.740000000000002,0.8366917642395512,High risk: prioritize dispatch and monitor closely
D922,F5,P169,2026-04-12,Low,1.0,1,0.4015072795618787,8.66,-32.32,0.8364335632426108,High risk: prioritize dispatch and monitor closely
D359,F4,P25,2026-04-14,Low,1.0,1,0.3987115821571872,8.569999999999999,-32.14,0.8359256136772685,High risk: prioritize dispatch and monitor closely
D395,F3,P10,2026-04-26,Low,1.0,1,0.4148003727786534,9.240000000000002,-33.480000000000004,0.8349833926058012,High risk: prioritize dispatch and monitor closely
D634,F3,P144,2026-04-06,Medium,1.0,1,0.5699640631629621,16.869999999999997,-45.739999999999995,0.834326035709988,High risk: prioritize dispatch and monitor closely
D466,F3,P158,2026-04-29,Low,0.995015612831086,1,0.38213161342871976,8.009999999999998,-31.019999999999996,0.833580520393641,High risk: prioritize dispatch and monitor closely
D959,F1,P62,2026-04-23,Low,1.0,1,0.4562499793713074,10.99,-36.980000000000004,0.8319490134333307,High risk: prioritize dispatch and monitor closely
D323,F4,P87,2026-04-23,Medium,1.0,1,0.5928308729286735,17.900000000000002,-47.800000000000004,0.8310108424253688,High risk: prioritize dispatch and monitor closely
D937,F5,P155,2026-04-06,Low,1.0,1,0.4301958842076806,10.010000000000002,-35.02,0.8308059502981737,High risk: prioritize dispatch and monitor closely
D347,F1,P74,2026-04-06,Low,1.0,1,0.42700859880976516,9.889999999999999,-34.78,0.830668995352724,High risk: prioritize dispatch and monitor closely
D1110,F1,P50,2026-04-15,Low,1.0,1,0.4626928511693849,11.330000000000002,-37.660000000000004,0.8297492822827555,High risk: prioritize dispatch and monitor closely
